id,external_id,merchant_id,amount,transaction_time,bank_reference,description,type,metadata_json
btxn_batch1_0000,btxn_batch1_0000,merch_custom_1,271.29,2026-02-12T15:17:00,pay_batch1_0000,Settlement setl_batch1_0000,CREDIT,{}
btxn_batch1_0001,btxn_batch1_0001,merch_custom_1,2815.97,2026-02-14T03:10:00,pay_batch1_0001,Settlement setl_batch1_0001,CREDIT,{}
btxn_batch1_0002,btxn_batch1_0002,merch_custom_1,3441.20,2026-02-13T02:57:00,pay_batch1_0002,Settlement setl_batch1_0002,CREDIT,{}
btxn_batch1_0003,btxn_batch1_0003,merch_custom_1,1894.2,2026-02-12T12:46:00,wrong_pay_batch1_0003,Settlement setl_batch1_0003,CREDIT,{}
btxn_batch1_0004,btxn_batch1_0004,merch_custom_1,472.9,2026-02-13T06:50:00,wrong_pay_batch1_0004,Settlement setl_batch1_0004,CREDIT,{}
btxn_batch1_0005,btxn_batch1_0005,merch_custom_1,2871.31,2026-02-14T17:53:00,pay_batch1_0005,Settlement setl_batch1_0005,CREDIT,{}
btxn_batch1_0006,btxn_batch1_0006,merch_custom_1,4009.47,2026-02-13T21:40:00,pay_batch1_0006,Settlement setl_batch1_0006,CREDIT,{}
btxn_batch1_0007,btxn_batch1_0007,merch_custom_1,4465.78,2026-02-17T18:27:00,pay_batch1_0007,Settlement setl_batch1_0007,CREDIT,{}
btxn_batch1_0008,btxn_batch1_0008,merch_custom_1,3336.62,2026-02-15T18:42:00,pay_batch1_0008,Settlement setl_batch1_0008,CREDIT,{}
btxn_batch1_0009,btxn_batch1_0009,merch_custom_1,4238.24,2026-02-17T07:46:00,wrong_pay_batch1_0009,Settlement setl_batch1_0009,CREDIT,{}
btxn_batch1_0010,btxn_batch1_0010,merch_custom_1,3227.91,2026-02-13T12:21:00,pay_batch1_0010,Settlement setl_batch1_0010,CREDIT,{}
btxn_batch1_0011,btxn_batch1_0011,merch_custom_1,3618.34,2026-02-15T20:49:00,pay_batch1_0011,Settlement setl_batch1_0011,CREDIT,{}
btxn_batch1_0012,btxn_batch1_0012,merch_custom_1,449.9,2026-02-17T13:00:00,pay_batch1_0012,Settlement setl_batch1_0012,CREDIT,{}
btxn_batch1_0013,btxn_batch1_0013,merch_custom_1,2510.03,2026-02-12T22:18:00,pay_batch1_0013,Settlement setl_batch1_0013,CREDIT,{}
btxn_batch1_0014,btxn_batch1_0014,merch_custom_1,4903.57,2026-02-13T19:28:00,pay_batch1_0014,Settlement setl_batch1_0014,CREDIT,{}
btxn_batch1_0015,btxn_batch1_0015,merch_custom_1,682.29,2026-02-13T02:16:00,pay_batch1_0015,Settlement setl_batch1_0015,CREDIT,{}
btxn_batch1_0016,btxn_batch1_0016,merch_custom_1,4773.81,2026-02-17T15:00:00,pay_batch1_0016,Settlement setl_batch1_0016,CREDIT,{}
btxn_batch1_0017,btxn_batch1_0017,merch_custom_1,3538.19,2026-02-12T15:57:00,pay_batch1_0017,Settlement setl_batch1_0017,CREDIT,{}
btxn_batch1_0018,btxn_batch1_0018,merch_custom_1,2737.45,2026-02-17T14:01:00,pay_batch1_0018,Settlement setl_batch1_0018,CREDIT,{}
btxn_batch1_0019,btxn_batch1_0019,merch_custom_1,174.83,2026-02-16T12:26:00,pay_batch1_0019,Settlement setl_batch1_0019,CREDIT,{}
btxn_batch1_0020,btxn_batch1_0020,merch_custom_1,4848.73,2026-02-15T04:45:00,pay_batch1_0020,Settlement setl_batch1_0020,CREDIT,{}
btxn_batch1_0021,btxn_batch1_0021,merch_custom_1,1182.47,2026-02-12T22:03:00,pay_batch1_0021,Settlement setl_batch1_0021,CREDIT,{}
btxn_batch1_0022,btxn_batch1_0022,merch_custom_1,1537.76,2026-02-17T11:49:00,pay_batch1_0022,Settlement setl_batch1_0022,CREDIT,{}
btxn_batch1_0023,btxn_batch1_0023,merch_custom_1,2679.25,2026-02-14T18:07:00,pay_batch1_0023,Settlement setl_batch1_0023,CREDIT,{}
btxn_batch1_0024,btxn_batch1_0024,merch_custom_1,1937.37,2026-02-13T01:08:00,pay_batch1_0024,Settlement setl_batch1_0024,CREDIT,{}
btxn_batch1_0025,btxn_batch1_0025,merch_custom_1,4356.68,2026-02-18T01:45:00,pay_batch1_0025,Settlement setl_batch1_0025,CREDIT,{}
btxn_batch1_0026,btxn_batch1_0026,merch_custom_1,3957.63,2026-02-12T07:33:00,pay_batch1_0026,Settlement setl_batch1_0026,CREDIT,{}
btxn_batch1_0027,btxn_batch1_0027,merch_custom_1,695.48,2026-02-16T05:34:00,pay_batch1_0027,Settlement setl_batch1_0027,CREDIT,{}
btxn_batch1_0028,btxn_batch1_0028,merch_custom_1,2855.22,2026-02-12T10:59:00,pay_batch1_0028,Settlement setl_batch1_0028,CREDIT,{}
btxn_batch1_0029,btxn_batch1_0029,merch_custom_1,1617.07,2026-02-15T03:32:00,pay_batch1_0029,Settlement setl_batch1_0029,CREDIT,{}
btxn_batch1_0030,btxn_batch1_0030,merch_custom_1,3792.99,2026-02-12T08:17:00,pay_batch1_0030,Settlement setl_batch1_0030,CREDIT,{}
btxn_batch1_0031,btxn_batch1_0031,merch_custom_1,1591.97,2026-02-14T19:34:00,pay_batch1_0031,Settlement setl_batch1_0031,CREDIT,{}
btxn_batch1_0032,btxn_batch1_0032,merch_custom_1,4510.45,2026-02-16T01:25:00,pay_batch1_0032,Settlement setl_batch1_0032,CREDIT,{}
btxn_batch1_0033,btxn_batch1_0033,merch_custom_1,4165.56,2026-02-16T17:21:00,pay_batch1_0033,Settlement setl_batch1_0033,CREDIT,{}
btxn_batch1_0034,btxn_batch1_0034,merch_custom_1,4625.55,2026-02-16T22:00:00,pay_batch1_0034,Settlement setl_batch1_0034,CREDIT,{}
btxn_batch1_0035,btxn_batch1_0035,merch_custom_1,2927.27,2026-02-17T03:23:00,pay_batch1_0035,Settlement setl_batch1_0035,CREDIT,{}
btxn_batch1_0036,btxn_batch1_0036,merch_custom_1,3348.05,2026-02-15T12:22:00,pay_batch1_0036,Settlement setl_batch1_0036,CREDIT,{}
btxn_batch1_0037,btxn_batch1_0037,merch_custom_1,3771.03,2026-02-13T14:51:00,pay_batch1_0037,Settlement setl_batch1_0037,CREDIT,{}
btxn_batch1_0038,btxn_batch1_0038,merch_custom_1,1334.74,2026-02-13T19:24:00,wrong_pay_batch1_0038,Settlement setl_batch1_0038,CREDIT,{}
btxn_batch1_0039,btxn_batch1_0039,merch_custom_1,620.41,2026-02-14T18:52:00,pay_batch1_0039,Settlement setl_batch1_0039,CREDIT,{}
btxn_batch1_0040,btxn_batch1_0040,merch_custom_1,1909.12,2026-02-16T14:19:00,pay_batch1_0040,Settlement setl_batch1_0040,CREDIT,{}
btxn_batch1_0041,btxn_batch1_0041,merch_custom_1,4815.99,2026-02-14T09:41:00,pay_batch1_0041,Settlement setl_batch1_0041,CREDIT,{}
btxn_batch1_0042,btxn_batch1_0042,merch_custom_1,2818.2,2026-02-14T09:44:00,pay_batch1_0042,Settlement setl_batch1_0042,CREDIT,{}
btxn_batch1_0043,btxn_batch1_0043,merch_custom_1,4615.9,2026-02-14T03:11:00,pay_batch1_0043,Settlement setl_batch1_0043,CREDIT,{}
btxn_batch1_0044,btxn_batch1_0044,merch_custom_1,2487.33,2026-02-13T17:34:00,pay_batch1_0044,Settlement setl_batch1_0044,CREDIT,{}
btxn_batch1_0045,btxn_batch1_0045,merch_custom_1,716.34,2026-02-14T09:38:00,pay_batch1_0045,Settlement setl_batch1_0045,CREDIT,{}
btxn_batch1_0046,btxn_batch1_0046,merch_custom_1,4498.92,2026-02-16T11:45:00,pay_batch1_0046,Settlement setl_batch1_0046,CREDIT,{}
btxn_batch1_0047,btxn_batch1_0047,merch_custom_1,1938.64,2026-02-17T04:55:00,pay_batch1_0047,Settlement setl_batch1_0047,CREDIT,{}
btxn_batch1_0048,btxn_batch1_0048,merch_custom_1,2086.12,2026-02-15T03:38:00,pay_batch1_0048,Settlement setl_batch1_0048,CREDIT,{}
btxn_batch1_0049,btxn_batch1_0049,merch_custom_1,999.22,2026-02-14T18:10:00,pay_batch1_0049,Settlement setl_batch1_0049,CREDIT,{}
btxn_batch1_0050,btxn_batch1_0050,merch_custom_1,1520.74,2026-02-15T09:18:00,pay_batch1_0050,Settlement setl_batch1_0050,CREDIT,{}
btxn_batch1_0051,btxn_batch1_0051,merch_custom_1,3068.18,2026-02-16T10:51:00,wrong_pay_batch1_0051,Settlement setl_batch1_0051,CREDIT,{}
btxn_batch1_0052,btxn_batch1_0052,merch_custom_1,348.2,2026-02-15T15:51:00,pay_batch1_0052,Settlement setl_batch1_0052,CREDIT,{}
btxn_batch1_0053,btxn_batch1_0053,merch_custom_1,2854.34,2026-02-17T15:33:00,pay_batch1_0053,Settlement setl_batch1_0053,CREDIT,{}
btxn_batch1_0054,btxn_batch1_0054,merch_custom_1,980.35,2026-02-13T09:02:00,pay_batch1_0054,Settlement setl_batch1_0054,CREDIT,{}
btxn_batch1_0055,btxn_batch1_0055,merch_custom_1,4636.42,2026-02-12T15:41:00,pay_batch1_0055,Settlement setl_batch1_0055,CREDIT,{}
btxn_batch1_0056,btxn_batch1_0056,merch_custom_1,4624.11,2026-02-14T01:56:00,pay_batch1_0056,Settlement setl_batch1_0056,CREDIT,{}
btxn_batch1_0057,btxn_batch1_0057,merch_custom_1,4636.57,2026-02-14T05:18:00,pay_batch1_0057,Settlement setl_batch1_0057,CREDIT,{}
btxn_batch1_0058,btxn_batch1_0058,merch_custom_1,139.57,2026-02-14T06:29:00,pay_batch1_0058,Settlement setl_batch1_0058,CREDIT,{}
btxn_batch1_0059,btxn_batch1_0059,merch_custom_1,3315.48,2026-02-15T14:35:00,pay_batch1_0059,Settlement setl_batch1_0059,CREDIT,{}
btxn_batch1_0060,btxn_batch1_0060,merch_custom_1,4521.63,2026-02-12T11:08:00,pay_batch1_0060,Settlement setl_batch1_0060,CREDIT,{}
btxn_batch1_0061,btxn_batch1_0061,merch_custom_1,2305.92,2026-02-14T19:39:00,pay_batch1_0061,Settlement setl_batch1_0061,CREDIT,{}
btxn_batch1_0062,btxn_batch1_0062,merch_custom_1,1450.9,2026-02-13T14:59:00,pay_batch1_0062,Settlement setl_batch1_0062,CREDIT,{}
btxn_batch1_0064,btxn_batch1_0064,merch_custom_1,1037.7,2026-02-15T07:26:00,pay_batch1_0064,Settlement setl_batch1_0064,CREDIT,{}
btxn_batch1_0065,btxn_batch1_0065,merch_custom_1,4315.24,2026-02-13T04:21:00,pay_batch1_0065,Settlement setl_batch1_0065,CREDIT,{}
btxn_batch1_0066,btxn_batch1_0066,merch_custom_1,2293.46,2026-02-13T23:25:00,pay_batch1_0066,Settlement setl_batch1_0066,CREDIT,{}
btxn_batch1_0067,btxn_batch1_0067,merch_custom_1,2312.06,2026-02-12T06:42:00,pay_batch1_0067,Settlement setl_batch1_0067,CREDIT,{}
btxn_batch1_0068,btxn_batch1_0068,merch_custom_1,4061.97,2026-02-13T09:15:00,pay_batch1_0068,Settlement setl_batch1_0068,CREDIT,{}
btxn_batch1_0069,btxn_batch1_0069,merch_custom_1,723.6,2026-02-17T02:18:00,pay_batch1_0069,Settlement setl_batch1_0069,CREDIT,{}
btxn_batch1_0070,btxn_batch1_0070,merch_custom_1,1152.22,2026-02-12T03:35:00,wrong_pay_batch1_0070,Settlement setl_batch1_0070,CREDIT,{}
btxn_batch1_0071,btxn_batch1_0071,merch_custom_1,1447.46,2026-02-13T19:50:00,pay_batch1_0071,Settlement setl_batch1_0071,CREDIT,{}
btxn_batch1_0072,btxn_batch1_0072,merch_custom_1,2110.15,2026-02-16T13:23:00,pay_batch1_0072,Settlement setl_batch1_0072,CREDIT,{}
btxn_batch1_0073,btxn_batch1_0073,merch_custom_1,4385.29,2026-02-16T11:22:00,pay_batch1_0073,Settlement setl_batch1_0073,CREDIT,{}
btxn_batch1_0074,btxn_batch1_0074,merch_custom_1,2536.75,2026-02-12T22:18:00,pay_batch1_0074,Settlement setl_batch1_0074,CREDIT,{}
btxn_batch1_0075,btxn_batch1_0075,merch_custom_1,3053.95,2026-02-15T05:46:00,pay_batch1_0075,Settlement setl_batch1_0075,CREDIT,{}
