id,external_id,merchant_id,amount,currency,payment_time,customer_reference,order_reference,status,metadata_json
pay_batch1_0000,pay_batch1_0000,merch_custom_1,271.29,INR,2026-02-11T13:17:00,cust_210,order_1625,captured,{}
pay_batch1_0001,pay_batch1_0001,merch_custom_1,2815.97,INR,2026-02-13T01:10:00,cust_238,order_6524,captured,{}
pay_batch1_0002,pay_batch1_0002,merch_custom_1,3511.43,INR,2026-02-12T00:57:00,cust_546,order_2435,captured,{}
pay_batch1_0003,pay_batch1_0003,merch_custom_1,1894.2,INR,2026-02-11T10:46:00,cust_559,order_2671,captured,{}
pay_batch1_0004,pay_batch1_0004,merch_custom_1,472.9,INR,2026-02-12T04:50:00,cust_121,order_5780,captured,{}
pay_batch1_0005,pay_batch1_0005,merch_custom_1,2871.31,INR,2026-02-13T15:53:00,cust_137,order_5998,captured,{}
pay_batch1_0006,pay_batch1_0006,merch_custom_1,4009.47,INR,2026-02-12T19:40:00,cust_639,order_6165,captured,{}
pay_batch1_0007,pay_batch1_0007,merch_custom_1,4465.78,INR,2026-02-16T16:27:00,cust_801,order_9823,captured,{}
pay_batch1_0008,pay_batch1_0008,merch_custom_1,3336.62,INR,2026-02-14T16:42:00,cust_529,order_7136,captured,{}
pay_batch1_0009,pay_batch1_0009,merch_custom_1,4238.24,INR,2026-02-16T05:46:00,cust_939,order_2353,captured,{}
pay_batch1_0010,pay_batch1_0010,merch_custom_1,3293.79,INR,2026-02-12T10:21:00,cust_667,order_7409,captured,{}
pay_batch1_0011,pay_batch1_0011,merch_custom_1,3618.34,INR,2026-02-14T18:49:00,cust_444,order_1267,captured,{}
pay_batch1_0012,pay_batch1_0012,merch_custom_1,449.9,INR,2026-02-16T11:00:00,cust_460,order_4754,captured,{}
pay_batch1_0013,pay_batch1_0013,merch_custom_1,2510.03,INR,2026-02-11T20:18:00,cust_606,order_4823,captured,{}
pay_batch1_0014,pay_batch1_0014,merch_custom_1,4903.57,INR,2026-02-12T17:28:00,cust_487,order_8557,captured,{}
pay_batch1_0015,pay_batch1_0015,merch_custom_1,682.29,INR,2026-02-12T00:16:00,cust_918,order_6767,captured,{}
pay_batch1_0016,pay_batch1_0016,merch_custom_1,4773.81,INR,2026-02-16T13:00:00,cust_211,order_2025,captured,{}
pay_batch1_0017,pay_batch1_0017,merch_custom_1,3538.19,INR,2026-02-11T13:57:00,cust_108,order_9778,captured,{}
pay_batch1_0018,pay_batch1_0018,merch_custom_1,2737.45,INR,2026-02-16T12:01:00,cust_430,order_5301,captured,{}
pay_batch1_0019,pay_batch1_0019,merch_custom_1,174.83,INR,2026-02-15T10:26:00,cust_456,order_1389,captured,{}
pay_batch1_0020,pay_batch1_0020,merch_custom_1,4848.73,INR,2026-02-14T02:45:00,cust_990,order_3359,captured,{}
pay_batch1_0021,pay_batch1_0021,merch_custom_1,1182.47,INR,2026-02-11T20:03:00,cust_876,order_9498,captured,{}
pay_batch1_0022,pay_batch1_0022,merch_custom_1,1537.76,INR,2026-02-16T09:49:00,cust_955,order_7377,captured,{}
pay_batch1_0023,pay_batch1_0023,merch_custom_1,2679.25,INR,2026-02-13T16:07:00,cust_744,order_3732,captured,{}
pay_batch1_0024,pay_batch1_0024,merch_custom_1,1937.37,INR,2026-02-11T23:08:00,cust_565,order_1337,captured,{}
pay_batch1_0025,pay_batch1_0025,merch_custom_1,4356.68,INR,2026-02-16T23:45:00,cust_784,order_8391,captured,{}
pay_batch1_0026,pay_batch1_0026,merch_custom_1,3957.63,INR,2026-02-11T05:33:00,cust_432,order_9467,captured,{}
pay_batch1_0027,pay_batch1_0027,merch_custom_1,695.48,INR,2026-02-15T03:34:00,cust_843,order_7045,captured,{}
pay_batch1_0028,pay_batch1_0028,merch_custom_1,2855.22,INR,2026-02-11T08:59:00,cust_618,order_4985,captured,{}
pay_batch1_0029,pay_batch1_0029,merch_custom_1,1617.07,INR,2026-02-14T01:32:00,cust_182,order_4229,captured,{}
pay_batch1_0030,pay_batch1_0030,merch_custom_1,3792.99,INR,2026-02-11T06:17:00,cust_678,order_4783,captured,{}
pay_batch1_0031,pay_batch1_0031,merch_custom_1,1591.97,INR,2026-02-13T17:34:00,cust_236,order_9752,captured,{}
pay_batch1_0032,pay_batch1_0032,merch_custom_1,4510.45,INR,2026-02-14T23:25:00,cust_895,order_1462,captured,{}
pay_batch1_0033,pay_batch1_0033,merch_custom_1,4165.56,INR,2026-02-15T15:21:00,cust_505,order_4672,captured,{}
pay_batch1_0034,pay_batch1_0034,merch_custom_1,4625.55,INR,2026-02-15T20:00:00,cust_912,order_9101,captured,{}
pay_batch1_0035,pay_batch1_0035,merch_custom_1,2927.27,INR,2026-02-16T01:23:00,cust_982,order_8549,captured,{}
pay_batch1_0036,pay_batch1_0036,merch_custom_1,3348.05,INR,2026-02-14T10:22:00,cust_321,order_8357,captured,{}
pay_batch1_0037,pay_batch1_0037,merch_custom_1,3771.03,INR,2026-02-12T12:51:00,cust_163,order_7794,captured,{}
pay_batch1_0038,pay_batch1_0038,merch_custom_1,1334.74,INR,2026-02-12T17:24:00,cust_477,order_2133,captured,{}
pay_batch1_0039,pay_batch1_0039,merch_custom_1,620.41,INR,2026-02-13T16:52:00,cust_719,order_6279,captured,{}
pay_batch1_0040,pay_batch1_0040,merch_custom_1,1909.12,INR,2026-02-15T12:19:00,cust_210,order_8627,captured,{}
pay_batch1_0041,pay_batch1_0041,merch_custom_1,4815.99,INR,2026-02-13T07:41:00,cust_556,order_5356,captured,{}
pay_batch1_0042,pay_batch1_0042,merch_custom_1,2818.2,INR,2026-02-13T07:44:00,cust_566,order_9208,captured,{}
pay_batch1_0043,pay_batch1_0043,merch_custom_1,4615.9,INR,2026-02-13T01:11:00,cust_226,order_1326,captured,{}
pay_batch1_0044,pay_batch1_0044,merch_custom_1,2487.33,INR,2026-02-12T15:34:00,cust_143,order_8705,captured,{}
pay_batch1_0045,pay_batch1_0045,merch_custom_1,716.34,INR,2026-02-13T07:38:00,cust_984,order_1526,captured,{}
pay_batch1_0046,pay_batch1_0046,merch_custom_1,4498.92,INR,2026-02-15T09:45:00,cust_694,order_1228,captured,{}
pay_batch1_0047,pay_batch1_0047,merch_custom_1,1938.64,INR,2026-02-16T02:55:00,cust_359,order_5670,captured,{}
pay_batch1_0048,pay_batch1_0048,merch_custom_1,2086.12,INR,2026-02-14T01:38:00,cust_113,order_9139,captured,{}
pay_batch1_0049,pay_batch1_0049,merch_custom_1,999.22,INR,2026-02-13T16:10:00,cust_882,order_9703,captured,{}
pay_batch1_0050,pay_batch1_0050,merch_custom_1,1520.74,INR,2026-02-14T07:18:00,cust_640,order_2509,captured,{}
pay_batch1_0051,pay_batch1_0051,merch_custom_1,3068.18,INR,2026-02-15T08:51:00,cust_299,order_9531,captured,{}
pay_batch1_0052,pay_batch1_0052,merch_custom_1,348.2,INR,2026-02-14T13:51:00,cust_910,order_8349,captured,{}
pay_batch1_0053,pay_batch1_0053,merch_custom_1,2854.34,INR,2026-02-16T13:33:00,cust_465,order_3520,captured,{}
pay_batch1_0054,pay_batch1_0054,merch_custom_1,980.35,INR,2026-02-12T07:02:00,cust_350,order_4410,captured,{}
pay_batch1_0055,pay_batch1_0055,merch_custom_1,4636.42,INR,2026-02-11T13:41:00,cust_429,order_9960,captured,{}
pay_batch1_0056,pay_batch1_0056,merch_custom_1,4624.11,INR,2026-02-12T23:56:00,cust_973,order_8137,captured,{}
pay_batch1_0057,pay_batch1_0057,merch_custom_1,4636.57,INR,2026-02-13T03:18:00,cust_787,order_6321,captured,{}
pay_batch1_0058,pay_batch1_0058,merch_custom_1,139.57,INR,2026-02-13T04:29:00,cust_330,order_7787,captured,{}
pay_batch1_0059,pay_batch1_0059,merch_custom_1,3315.48,INR,2026-02-14T12:35:00,cust_293,order_7391,captured,{}
pay_batch1_0060,pay_batch1_0060,merch_custom_1,4521.63,INR,2026-02-11T09:08:00,cust_587,order_2750,captured,{}
pay_batch1_0061,pay_batch1_0061,merch_custom_1,2305.92,INR,2026-02-13T17:39:00,cust_117,order_8291,captured,{}
pay_batch1_0062,pay_batch1_0062,merch_custom_1,1450.9,INR,2026-02-12T12:59:00,cust_148,order_2732,captured,{}
pay_batch1_0063,pay_batch1_0063,merch_custom_1,4427.1,INR,2026-02-11T18:42:00,cust_432,order_2356,captured,{}
pay_batch1_0064,pay_batch1_0064,merch_custom_1,1037.7,INR,2026-02-14T05:26:00,cust_229,order_8785,captured,{}
pay_batch1_0065,pay_batch1_0065,merch_custom_1,4315.24,INR,2026-02-12T02:21:00,cust_133,order_2609,captured,{}
pay_batch1_0066,pay_batch1_0066,merch_custom_1,2293.46,INR,2026-02-12T21:25:00,cust_161,order_1923,captured,{}
pay_batch1_0067,pay_batch1_0067,merch_custom_1,2312.06,INR,2026-02-11T04:42:00,cust_142,order_6880,captured,{}
pay_batch1_0068,pay_batch1_0068,merch_custom_1,4061.97,INR,2026-02-12T07:15:00,cust_903,order_8066,captured,{}
pay_batch1_0069,pay_batch1_0069,merch_custom_1,723.6,INR,2026-02-16T00:18:00,cust_435,order_7565,captured,{}
pay_batch1_0070,pay_batch1_0070,merch_custom_1,1152.22,INR,2026-02-11T01:35:00,cust_166,order_2807,captured,{}
pay_batch1_0071,pay_batch1_0071,merch_custom_1,1447.46,INR,2026-02-12T17:50:00,cust_100,order_9898,captured,{}
pay_batch1_0072,pay_batch1_0072,merch_custom_1,2110.15,INR,2026-02-15T11:23:00,cust_741,order_3134,captured,{}
pay_batch1_0073,pay_batch1_0073,merch_custom_1,4385.29,INR,2026-02-15T09:22:00,cust_420,order_1053,captured,{}
pay_batch1_0074,pay_batch1_0074,merch_custom_1,2536.75,INR,2026-02-11T20:18:00,cust_181,order_7201,captured,{}
pay_batch1_0075,pay_batch1_0075,merch_custom_1,3053.95,INR,2026-02-14T03:46:00,cust_710,order_9749,captured,{}
pay_batch1_0076,pay_batch1_0076,merch_custom_1,3178.18,INR,2026-02-11T06:13:00,cust_839,order_6869,captured,{}
pay_batch1_0077,pay_batch1_0077,merch_custom_1,2409.52,INR,2026-02-16T17:34:00,cust_267,order_7345,captured,{}
pay_batch1_0078,pay_batch1_0078,merch_custom_1,3646.32,INR,2026-02-16T21:10:00,cust_898,order_4156,captured,{}
pay_batch1_0079,pay_batch1_0079,merch_custom_1,513.06,INR,2026-02-16T19:06:00,cust_376,order_2986,captured,{}
pay_batch1_0080,pay_batch1_0080,merch_custom_1,377.22,INR,2026-02-11T08:23:00,cust_233,order_5129,captured,{}
pay_batch1_0081,pay_batch1_0081,merch_custom_1,3109.18,INR,2026-02-15T17:55:00,cust_222,order_9764,captured,{}
pay_batch1_0082,pay_batch1_0082,merch_custom_1,4582.65,INR,2026-02-13T20:55:00,cust_880,order_6053,captured,{}
pay_batch1_0083,pay_batch1_0083,merch_custom_1,1182.54,INR,2026-02-11T03:39:00,cust_203,order_8224,captured,{}
pay_batch1_0084,pay_batch1_0084,merch_custom_1,4089.91,INR,2026-02-13T21:11:00,cust_939,order_3167,captured,{}
pay_batch1_0085,pay_batch1_0085,merch_custom_1,2082.64,INR,2026-02-12T00:51:00,cust_527,order_3124,captured,{}
pay_batch1_0086,pay_batch1_0086,merch_custom_1,428.44,INR,2026-02-15T08:26:00,cust_272,order_7391,captured,{}
pay_batch1_0087,pay_batch1_0087,merch_custom_1,333.94,INR,2026-02-11T03:50:00,cust_682,order_7450,captured,{}
pay_batch1_0088,pay_batch1_0088,merch_custom_1,277.27,INR,2026-02-16T17:45:00,cust_292,order_6084,captured,{}
pay_batch1_0089,pay_batch1_0089,merch_custom_1,2741.54,INR,2026-02-16T10:01:00,cust_781,order_3380,captured,{}
pay_batch1_0090,pay_batch1_0090,merch_custom_1,4402.31,INR,2026-02-12T13:13:00,cust_609,order_1736,captured,{}
pay_batch1_0091,pay_batch1_0091,merch_custom_1,4331.85,INR,2026-02-12T05:42:00,cust_148,order_4643,captured,{}
pay_batch1_0092,pay_batch1_0092,merch_custom_1,323.03,INR,2026-02-15T06:25:00,cust_683,order_8111,captured,{}
pay_batch1_0093,pay_batch1_0093,merch_custom_1,4695.23,INR,2026-02-11T06:05:00,cust_549,order_1700,captured,{}
pay_batch1_0094,pay_batch1_0094,merch_custom_1,4629.83,INR,2026-02-16T00:13:00,cust_791,order_1583,captured,{}
pay_batch1_0095,pay_batch1_0095,merch_custom_1,3222.68,INR,2026-02-11T22:03:00,cust_957,order_7746,captured,{}
pay_batch1_0096,pay_batch1_0096,merch_custom_1,4415.93,INR,2026-02-15T12:21:00,cust_777,order_3989,captured,{}
pay_batch1_0097,pay_batch1_0097,merch_custom_1,2029.47,INR,2026-02-14T21:43:00,cust_206,order_2430,captured,{}
pay_batch1_0098,pay_batch1_0098,merch_custom_1,769.66,INR,2026-02-16T04:50:00,cust_822,order_5947,captured,{}
pay_batch1_0099,pay_batch1_0099,merch_custom_1,2109.8,INR,2026-02-13T09:26:00,cust_964,order_4015,captured,{}
pay_batch1_0100,pay_batch1_0100,merch_custom_1,4227.38,INR,2026-02-15T02:54:00,cust_102,order_3359,captured,{}
pay_batch1_0101,pay_batch1_0101,merch_custom_1,2988.11,INR,2026-02-16T19:06:00,cust_564,order_5035,captured,{}
pay_batch1_0102,pay_batch1_0102,merch_custom_1,4140.11,INR,2026-02-14T00:23:00,cust_403,order_8625,captured,{}
pay_batch1_0103,pay_batch1_0103,merch_custom_1,3703.29,INR,2026-02-15T18:37:00,cust_767,order_6548,captured,{}
pay_batch1_0104,pay_batch1_0104,merch_custom_1,207.99,INR,2026-02-11T18:06:00,cust_602,order_7102,captured,{}
pay_batch1_0105,pay_batch1_0105,merch_custom_1,3319.86,INR,2026-02-11T21:39:00,cust_174,order_4793,captured,{}
pay_batch1_0106,pay_batch1_0106,merch_custom_1,4876.75,INR,2026-02-15T21:45:00,cust_201,order_8997,captured,{}
pay_batch1_0107,pay_batch1_0107,merch_custom_1,3782.21,INR,2026-02-16T16:31:00,cust_443,order_6165,captured,{}
pay_batch1_0108,pay_batch1_0108,merch_custom_1,3161.83,INR,2026-02-14T20:17:00,cust_445,order_8878,captured,{}
pay_batch1_0109,pay_batch1_0109,merch_custom_1,519.55,INR,2026-02-16T01:44:00,cust_628,order_3354,captured,{}
pay_batch1_0110,pay_batch1_0110,merch_custom_1,212.19,INR,2026-02-12T20:10:00,cust_801,order_7543,captured,{}
pay_batch1_0111,pay_batch1_0111,merch_custom_1,902.35,INR,2026-02-15T07:32:00,cust_769,order_3992,captured,{}
pay_batch1_0112,pay_batch1_0112,merch_custom_1,2434.66,INR,2026-02-16T00:30:00,cust_259,order_5533,captured,{}
pay_batch1_0113,pay_batch1_0113,merch_custom_1,3386.73,INR,2026-02-16T14:14:00,cust_168,order_7993,captured,{}
pay_batch1_0114,pay_batch1_0114,merch_custom_1,4396.59,INR,2026-02-14T10:03:00,cust_753,order_8034,captured,{}
pay_batch1_0115,pay_batch1_0115,merch_custom_1,3489.1,INR,2026-02-13T14:29:00,cust_114,order_2829,captured,{}
pay_batch1_0116,pay_batch1_0116,merch_custom_1,4859.38,INR,2026-02-13T10:49:00,cust_344,order_9982,captured,{}
pay_batch1_0117,pay_batch1_0117,merch_custom_1,4609.32,INR,2026-02-14T23:49:00,cust_941,order_6589,captured,{}
pay_batch1_0118,pay_batch1_0118,merch_custom_1,172.98,INR,2026-02-12T20:28:00,cust_307,order_8682,captured,{}
pay_batch1_0119,pay_batch1_0119,merch_custom_1,4191.26,INR,2026-02-13T20:59:00,cust_228,order_5410,captured,{}
pay_batch1_0120,pay_batch1_0120,merch_custom_1,1788.74,INR,2026-02-13T21:04:00,cust_454,order_4372,captured,{}
pay_batch1_0121,pay_batch1_0121,merch_custom_1,599.32,INR,2026-02-12T16:00:00,cust_714,order_8963,captured,{}
pay_batch1_0122,pay_batch1_0122,merch_custom_1,2004.45,INR,2026-02-14T02:51:00,cust_292,order_4005,captured,{}
pay_batch1_0123,pay_batch1_0123,merch_custom_1,1652.16,INR,2026-02-14T23:31:00,cust_219,order_7486,captured,{}
pay_batch1_0124,pay_batch1_0124,merch_custom_1,2553.24,INR,2026-02-14T03:12:00,cust_363,order_2468,captured,{}
pay_batch1_0125,pay_batch1_0125,merch_custom_1,1847.26,INR,2026-02-12T02:55:00,cust_166,order_7918,captured,{}
pay_batch1_0126,pay_batch1_0126,merch_custom_1,3276.69,INR,2026-02-14T23:27:00,cust_558,order_1661,captured,{}
pay_batch1_0127,pay_batch1_0127,merch_custom_1,478.65,INR,2026-02-13T16:25:00,cust_485,order_6444,captured,{}
pay_batch1_0128,pay_batch1_0128,merch_custom_1,324.91,INR,2026-02-15T05:07:00,cust_127,order_8280,captured,{}
pay_batch1_0129,pay_batch1_0129,merch_custom_1,1613.54,INR,2026-02-12T09:20:00,cust_819,order_5703,captured,{}
pay_batch1_0130,pay_batch1_0130,merch_custom_1,3028.8,INR,2026-02-13T07:34:00,cust_872,order_1564,captured,{}
pay_batch1_0131,pay_batch1_0131,merch_custom_1,4193.5,INR,2026-02-12T10:15:00,cust_817,order_8796,captured,{}
pay_batch1_0132,pay_batch1_0132,merch_custom_1,4245.58,INR,2026-02-12T06:29:00,cust_593,order_6420,captured,{}
pay_batch1_0133,pay_batch1_0133,merch_custom_1,2240.16,INR,2026-02-13T13:46:00,cust_400,order_2299,captured,{}
pay_batch1_0134,pay_batch1_0134,merch_custom_1,4333.08,INR,2026-02-11T19:54:00,cust_429,order_7271,captured,{}
pay_batch1_0135,pay_batch1_0135,merch_custom_1,3067.34,INR,2026-02-12T07:49:00,cust_158,order_3638,captured,{}
pay_batch1_0136,pay_batch1_0136,merch_custom_1,3951.82,INR,2026-02-14T21:39:00,cust_379,order_4851,captured,{}
pay_batch1_0137,pay_batch1_0137,merch_custom_1,883.09,INR,2026-02-15T07:58:00,cust_814,order_7836,captured,{}
pay_batch1_0138,pay_batch1_0138,merch_custom_1,4888.59,INR,2026-02-15T12:35:00,cust_164,order_7033,captured,{}
pay_batch1_0139,pay_batch1_0139,merch_custom_1,3167.04,INR,2026-02-12T05:22:00,cust_816,order_3102,captured,{}
pay_batch1_0140,pay_batch1_0140,merch_custom_1,4835.16,INR,2026-02-13T13:09:00,cust_264,order_8441,captured,{}
pay_batch1_0141,pay_batch1_0141,merch_custom_1,1167.71,INR,2026-02-12T09:12:00,cust_702,order_1805,captured,{}
pay_batch1_0142,pay_batch1_0142,merch_custom_1,1552.39,INR,2026-02-12T19:28:00,cust_126,order_3963,captured,{}
pay_batch1_0143,pay_batch1_0143,merch_custom_1,1671.86,INR,2026-02-16T05:20:00,cust_140,order_2647,captured,{}
pay_batch1_0144,pay_batch1_0144,merch_custom_1,1743.67,INR,2026-02-11T05:58:00,cust_572,order_8129,captured,{}
pay_batch1_0145,pay_batch1_0145,merch_custom_1,4905.64,INR,2026-02-15T01:38:00,cust_772,order_4883,captured,{}
pay_batch1_0146,pay_batch1_0146,merch_custom_1,2078.11,INR,2026-02-12T07:43:00,cust_414,order_3798,captured,{}
pay_batch1_0147,pay_batch1_0147,merch_custom_1,647.95,INR,2026-02-13T23:25:00,cust_123,order_8987,captured,{}
pay_batch1_0148,pay_batch1_0148,merch_custom_1,2165.05,INR,2026-02-15T05:58:00,cust_683,order_3354,captured,{}
pay_batch1_0149,pay_batch1_0149,merch_custom_1,1503.82,INR,2026-02-16T14:32:00,cust_249,order_4233,captured,{}
pay_batch1_0150,pay_batch1_0150,merch_custom_1,851.65,INR,2026-02-14T23:07:00,cust_196,order_5958,captured,{}
pay_batch1_0151,pay_batch1_0151,merch_custom_1,3506.95,INR,2026-02-14T23:49:00,cust_742,order_7638,captured,{}
pay_batch1_0152,pay_batch1_0152,merch_custom_1,3192.16,INR,2026-02-12T19:27:00,cust_835,order_2277,captured,{}
pay_batch1_0153,pay_batch1_0153,merch_custom_1,1264.98,INR,2026-02-13T08:15:00,cust_255,order_4347,captured,{}
pay_batch1_0154,pay_batch1_0154,merch_custom_1,54.17,INR,2026-02-16T02:26:00,cust_625,order_5956,captured,{}
pay_batch1_0155,pay_batch1_0155,merch_custom_1,364.31,INR,2026-02-14T10:32:00,cust_173,order_8144,captured,{}
pay_batch1_0156,pay_batch1_0156,merch_custom_1,488.27,INR,2026-02-14T20:01:00,cust_244,order_5342,captured,{}
pay_batch1_0157,pay_batch1_0157,merch_custom_1,2210.85,INR,2026-02-16T23:29:00,cust_971,order_5954,captured,{}
pay_batch1_0158,pay_batch1_0158,merch_custom_1,2480.35,INR,2026-02-13T11:54:00,cust_227,order_4781,captured,{}
pay_batch1_0159,pay_batch1_0159,merch_custom_1,4800.4,INR,2026-02-16T08:17:00,cust_687,order_9635,captured,{}
pay_batch1_0160,pay_batch1_0160,merch_custom_1,55.87,INR,2026-02-16T11:23:00,cust_953,order_8376,captured,{}
pay_batch1_0161,pay_batch1_0161,merch_custom_1,761.4,INR,2026-02-12T05:41:00,cust_791,order_6445,captured,{}
pay_batch1_0162,pay_batch1_0162,merch_custom_1,2271.05,INR,2026-02-12T21:35:00,cust_349,order_8017,captured,{}
pay_batch1_0163,pay_batch1_0163,merch_custom_1,813.32,INR,2026-02-15T11:53:00,cust_886,order_7479,captured,{}
pay_batch1_0164,pay_batch1_0164,merch_custom_1,2169.77,INR,2026-02-16T00:45:00,cust_336,order_8778,captured,{}
pay_batch1_0165,pay_batch1_0165,merch_custom_1,2993.05,INR,2026-02-12T19:22:00,cust_555,order_6248,captured,{}
pay_batch1_0166,pay_batch1_0166,merch_custom_1,28.67,INR,2026-02-14T10:29:00,cust_784,order_1887,captured,{}
pay_batch1_0167,pay_batch1_0167,merch_custom_1,1305.01,INR,2026-02-13T05:31:00,cust_286,order_3608,captured,{}
pay_batch1_0168,pay_batch1_0168,merch_custom_1,635.23,INR,2026-02-16T08:50:00,cust_510,order_9963,captured,{}
pay_batch1_0169,pay_batch1_0169,merch_custom_1,1914.56,INR,2026-02-14T08:50:00,cust_810,order_6325,captured,{}
pay_batch1_0170,pay_batch1_0170,merch_custom_1,384.55,INR,2026-02-16T14:41:00,cust_409,order_2511,captured,{}
pay_batch1_0171,pay_batch1_0171,merch_custom_1,848.01,INR,2026-02-14T08:49:00,cust_568,order_9904,captured,{}
pay_batch1_0172,pay_batch1_0172,merch_custom_1,3099.53,INR,2026-02-11T07:09:00,cust_575,order_8012,captured,{}
pay_batch1_0173,pay_batch1_0173,merch_custom_1,2592.8,INR,2026-02-11T19:53:00,cust_736,order_7118,captured,{}
pay_batch1_0174,pay_batch1_0174,merch_custom_1,665.0,INR,2026-02-12T07:01:00,cust_805,order_2080,captured,{}
pay_batch1_0175,pay_batch1_0175,merch_custom_1,2693.93,INR,2026-02-14T17:40:00,cust_608,order_5768,captured,{}
pay_batch1_0176,pay_batch1_0176,merch_custom_1,966.66,INR,2026-02-14T20:41:00,cust_303,order_9460,captured,{}
pay_batch1_0177,pay_batch1_0177,merch_custom_1,4134.44,INR,2026-02-11T21:43:00,cust_629,order_4177,captured,{}
pay_batch1_0178,pay_batch1_0178,merch_custom_1,1503.57,INR,2026-02-14T09:08:00,cust_651,order_7407,captured,{}
pay_batch1_0179,pay_batch1_0179,merch_custom_1,1243.85,INR,2026-02-11T11:40:00,cust_338,order_6976,captured,{}
pay_batch1_0180,pay_batch1_0180,merch_custom_1,2195.74,INR,2026-02-11T22:48:00,cust_121,order_7061,captured,{}
pay_batch1_0181,pay_batch1_0181,merch_custom_1,4241.24,INR,2026-02-11T20:39:00,cust_500,order_6555,captured,{}
pay_batch1_0182,pay_batch1_0182,merch_custom_1,864.7,INR,2026-02-12T09:41:00,cust_521,order_5029,captured,{}
pay_batch1_0183,pay_batch1_0183,merch_custom_1,3132.21,INR,2026-02-12T18:21:00,cust_388,order_8886,captured,{}
pay_batch1_0184,pay_batch1_0184,merch_custom_1,3831.94,INR,2026-02-13T20:31:00,cust_477,order_9345,captured,{}
pay_batch1_0185,pay_batch1_0185,merch_custom_1,799.45,INR,2026-02-14T16:04:00,cust_761,order_3177,captured,{}
pay_batch1_0186,pay_batch1_0186,merch_custom_1,2180.11,INR,2026-02-11T21:23:00,cust_502,order_9077,captured,{}
pay_batch1_0187,pay_batch1_0187,merch_custom_1,1053.86,INR,2026-02-11T06:41:00,cust_333,order_3804,captured,{}
pay_batch1_0188,pay_batch1_0188,merch_custom_1,643.57,INR,2026-02-12T13:08:00,cust_696,order_9417,captured,{}
pay_batch1_0189,pay_batch1_0189,merch_custom_1,3745.86,INR,2026-02-11T02:47:00,cust_748,order_4719,captured,{}
pay_batch1_0190,pay_batch1_0190,merch_custom_1,3343.99,INR,2026-02-12T01:55:00,cust_610,order_6592,captured,{}
pay_batch1_0191,pay_batch1_0191,merch_custom_1,3363.56,INR,2026-02-14T17:58:00,cust_166,order_9807,captured,{}
pay_batch1_0192,pay_batch1_0192,merch_custom_1,3246.25,INR,2026-02-14T22:11:00,cust_959,order_7937,captured,{}
pay_batch1_0193,pay_batch1_0193,merch_custom_1,1135.03,INR,2026-02-15T23:37:00,cust_697,order_1612,captured,{}
pay_batch1_0194,pay_batch1_0194,merch_custom_1,2192.78,INR,2026-02-13T14:50:00,cust_832,order_2799,captured,{}
pay_batch1_0195,pay_batch1_0195,merch_custom_1,101.96,INR,2026-02-16T01:25:00,cust_164,order_3682,captured,{}
pay_batch1_0196,pay_batch1_0196,merch_custom_1,486.1,INR,2026-02-13T20:12:00,cust_361,order_4965,captured,{}
pay_batch1_0197,pay_batch1_0197,merch_custom_1,1239.04,INR,2026-02-11T01:04:00,cust_619,order_4561,captured,{}
