id,external_id,merchant_id,settlement_amount,settlement_time,reference,status,metadata_json
setl_1933d1f900b0,setl_1933d1f900b0,merch_custom_2,3714.78,2026-02-27T02:09:00,pay_53b3806218ec,processed,{}
setl_b11479eaec3e,setl_b11479eaec3e,merch_custom_2,2727.62,2026-02-23T07:15:00,pay_4e07284b3764,processed,{}
setl_c66546d2fe7c,setl_c66546d2fe7c,merch_custom_2,1336.16,2026-02-26T09:06:00,pay_a01bd75fcadd,processed,{}
setl_924a3c9c8a3d,setl_924a3c9c8a3d,merch_custom_2,1293.01,2026-02-24T03:15:00,pay_497d470f52eb,processed,{}
setl_c1e214764348,setl_c1e214764348,merch_custom_2,326.68,2026-02-27T22:17:00,pay_4e06cd24d6f2,processed,{}
setl_27b5f5989070,setl_27b5f5989070,merch_custom_2,2535.27,2026-02-23T11:54:00,pay_85d4fcfcdf45,processed,{}
setl_249165de93ec,setl_249165de93ec,merch_custom_2,1054.64,2026-02-25T15:02:00,pay_b329a0ac9589,processed,{}
setl_249165de93ec_dup,setl_249165de93ec_dup,merch_custom_2,1054.64,2026-02-25T15:02:00,pay_b329a0ac9589,processed,{}
setl_03eee1bc1a99,setl_03eee1bc1a99,merch_custom_2,523.14,2026-02-25T12:12:00,pay_0982ea433649,processed,{}
setl_c713e6428fdf,setl_c713e6428fdf,merch_custom_2,72.34,2026-02-26T23:42:00,pay_e9fbdd62de6a,processed,{}
setl_85c96f61303b,setl_85c96f61303b,merch_custom_2,756.33,2026-02-27T18:10:00,pay_51ac006e54f1,processed,{}
setl_08fef0f95544,setl_08fef0f95544,merch_custom_2,317.73,2026-02-25T00:55:00,pay_137236982b3b,processed,{}
setl_bf36dfe86cf0,setl_bf36dfe86cf0,merch_custom_2,395.38,2026-02-25T21:46:00,pay_41528eacf92c,processed,{}
setl_380456be9c4e,setl_380456be9c4e,merch_custom_2,640.36,2026-02-27T04:50:00,wrong_pay_1e8ce799cff2,processed,{}
setl_bad0b8a3a40d,setl_bad0b8a3a40d,merch_custom_2,3088.44,2026-02-26T23:35:00,pay_7186fafe31f4,processed,{}
setl_6c51f8a43a1f,setl_6c51f8a43a1f,merch_custom_2,2279.19,2026-02-22T02:30:00,pay_b1cd694dd5b9,processed,{}
setl_6566c45fb0b9,setl_6566c45fb0b9,merch_custom_2,1190.83,2026-02-25T09:20:00,pay_9f173836cd63,processed,{}
setl_7cbb090b8a73,setl_7cbb090b8a73,merch_custom_2,1422.67,2026-02-26T18:35:00,pay_e19ba253b011,processed,{}
setl_aaddf55a312a,setl_aaddf55a312a,merch_custom_2,546.59,2026-02-27T04:08:00,pay_bb5308e59269,processed,{}
setl_ac101a4464b6,setl_ac101a4464b6,merch_custom_2,3358.93,2026-02-25T23:07:00,pay_849dec32443e,processed,{}
setl_b827b5dcd354,setl_b827b5dcd354,merch_custom_2,1246.94,2026-02-22T19:53:00,pay_6c4d2ead12f6,processed,{}
setl_64c9896a910f,setl_64c9896a910f,merch_custom_2,1586.22,2026-02-27T13:18:00,wrong_pay_4b457ae787d5,processed,{}
setl_4257720ba20b,setl_4257720ba20b,merch_custom_2,4371.67,2026-02-27T01:56:00,pay_c70a783b1e68,processed,{}
setl_eda934c668be,setl_eda934c668be,merch_custom_2,3863.71,2026-02-27T01:16:00,pay_e5a0792e9928,processed,{}
setl_7cb4cb0027ac,setl_7cb4cb0027ac,merch_custom_2,3286.83,2026-02-23T14:04:00,pay_1a2965d54dec,processed,{}
setl_0cc1ebdb8722,setl_0cc1ebdb8722,merch_custom_2,850.6,2026-02-27T09:08:00,pay_c7b29534398e,processed,{}
setl_dd7b57fad1a2,setl_dd7b57fad1a2,merch_custom_2,48.86,2026-02-26T19:00:00,pay_bdfbf9e576d6,processed,{}
setl_b907300f8250,setl_b907300f8250,merch_custom_2,873.48,2026-02-24T09:19:00,pay_8b0604bef7d3,processed,{}
setl_1485ee17d457,setl_1485ee17d457,merch_custom_2,1188.02,2026-02-25T07:00:00,pay_cb05721ff6ca,processed,{}
setl_b1e9ca223fac,setl_b1e9ca223fac,merch_custom_2,4212.2,2026-02-23T13:57:00,pay_629bac601179,processed,{}
setl_932c14dedc62,setl_932c14dedc62,merch_custom_2,2304.01,2026-02-23T00:52:00,pay_e829281e5965,processed,{}
setl_5c21d43040f4,setl_5c21d43040f4,merch_custom_2,898.59,2026-02-26T17:58:00,pay_0a1419e43330,processed,{}
setl_d7fb554c87e2,setl_d7fb554c87e2,merch_custom_2,4397.37,2026-02-23T14:30:00,pay_1e2d2b72d4a2,processed,{}
setl_468d8fcb661b,setl_468d8fcb661b,merch_custom_2,917.5,2026-02-25T15:06:00,pay_4bf9a6d170da,processed,{}
setl_bf7ef0f2e626,setl_bf7ef0f2e626,merch_custom_2,3178.46,2026-02-26T20:21:00,pay_83a9448fd274,processed,{}
setl_05543656463a,setl_05543656463a,merch_custom_2,2683.89,2026-02-23T06:57:00,pay_3e5d4a33a706,processed,{}
setl_f1e2564c0f03,setl_f1e2564c0f03,merch_custom_2,2018.12,2026-02-23T10:39:00,pay_d0000f224c5e,processed,{}
setl_e3303b1e241f,setl_e3303b1e241f,merch_custom_2,1431.10,2026-02-23T03:49:00,pay_7e51c0b73016,processed,{}
setl_1ad1a535ab73,setl_1ad1a535ab73,merch_custom_2,4401.8,2026-02-23T11:42:00,pay_64fa41ef8cdf,processed,{}
setl_741b91817ff3,setl_741b91817ff3,merch_custom_2,2504.71,2026-02-27T13:02:00,pay_ebc5b7106c57,processed,{}
setl_4680b943105f,setl_4680b943105f,merch_custom_2,1040.9,2026-02-25T03:36:00,pay_ed362c5e42b5,processed,{}
setl_67d69fd52a70,setl_67d69fd52a70,merch_custom_2,3272.34,2026-02-23T01:14:00,wrong_pay_c4551a0e6df1,processed,{}
setl_5251a796d3df,setl_5251a796d3df,merch_custom_2,1014.33,2026-02-24T13:18:00,pay_34478c47cb57,processed,{}
setl_22f1f8844def,setl_22f1f8844def,merch_custom_2,35.5,2026-02-26T08:27:00,pay_7c56951ed508,processed,{}
setl_c4f7005a72f2,setl_c4f7005a72f2,merch_custom_2,3337.47,2026-02-25T20:36:00,pay_a74db0ec3011,processed,{}
setl_b63d16378805,setl_b63d16378805,merch_custom_2,4781.87,2026-02-25T12:09:00,wrong_pay_743db36d5189,processed,{}
setl_732af781c6d8,setl_732af781c6d8,merch_custom_2,4596.55,2026-02-27T02:23:00,pay_d409633886eb,processed,{}
setl_c5c0b20c9774,setl_c5c0b20c9774,merch_custom_2,4173.98,2026-02-25T05:38:00,pay_37d48710478a,processed,{}
setl_c608ddbd2c22,setl_c608ddbd2c22,merch_custom_2,3318.26,2026-02-26T08:36:00,pay_8e977f5d42ba,processed,{}
setl_6aef92a6ddb3,setl_6aef92a6ddb3,merch_custom_2,2608.91,2026-02-26T01:19:00,pay_1f3bcf86f848,processed,{}
setl_21d4a99c81e1,setl_21d4a99c81e1,merch_custom_2,3271.42,2026-02-26T01:22:00,wrong_pay_f038d7feec70,processed,{}
setl_0d8fe4d2b923,setl_0d8fe4d2b923,merch_custom_2,4535.65,2026-02-26T06:02:00,pay_21f37e668e27,processed,{}
setl_aadfa1059960,setl_aadfa1059960,merch_custom_2,2303.68,2026-02-22T04:18:00,pay_a863cfd4a2ba,processed,{}
setl_2ededbdd06e6,setl_2ededbdd06e6,merch_custom_2,1369.34,2026-02-23T17:12:00,wrong_pay_4924f02d50b4,processed,{}
setl_ab138d2b2519,setl_ab138d2b2519,merch_custom_2,2298.49,2026-02-25T07:01:00,pay_f223770e5b95,processed,{}
setl_72097ac77883,setl_72097ac77883,merch_custom_2,2502.08,2026-02-24T09:33:00,pay_3f3b724f3101,processed,{}
setl_c2ba0b6b62cc,setl_c2ba0b6b62cc,merch_custom_2,680.77,2026-02-27T11:44:00,pay_a4b662756aea,processed,{}
setl_a63a8a2a7f21,setl_a63a8a2a7f21,merch_custom_2,2754.27,2026-02-24T19:46:00,pay_e08f96ccbcda,processed,{}
setl_707b61544cdd,setl_707b61544cdd,merch_custom_2,3154.79,2026-02-26T05:57:00,pay_56bdac3a6f39,processed,{}
setl_a619f92545ac,setl_a619f92545ac,merch_custom_2,3512.71,2026-02-27T23:42:00,pay_5648db076e40,processed,{}
setl_17766f09b17c,setl_17766f09b17c,merch_custom_2,2706.35,2026-02-26T18:14:00,pay_ec044b39c009,processed,{}
setl_f47231d2d596,setl_f47231d2d596,merch_custom_2,2399.31,2026-02-22T18:39:00,pay_98cf1c22edcd,processed,{}
setl_2a02592524c4,setl_2a02592524c4,merch_custom_2,2776.91,2026-02-26T09:58:00,pay_9bb8abea55b3,processed,{}
setl_d09b6bc6aba8,setl_d09b6bc6aba8,merch_custom_2,607.88,2026-02-23T15:22:00,pay_29021428010a,processed,{}
setl_195999209633,setl_195999209633,merch_custom_2,3157.36,2026-02-27T06:22:00,pay_5db7452e57a7,processed,{}
setl_e8da32bcbcfd,setl_e8da32bcbcfd,merch_custom_2,4628.34,2026-03-03T13:03:00,pay_0fd4f21db13e,processed,{}
setl_17e0c24efa56,setl_17e0c24efa56,merch_custom_2,878.79,2026-02-23T01:13:00,pay_a3e09adb6382,processed,{}
setl_cd8bc3449f1a,setl_cd8bc3449f1a,merch_custom_2,3229.61,2026-02-22T17:10:00,pay_25694ccca897,processed,{}
setl_0948ef5b57cf,setl_0948ef5b57cf,merch_custom_2,190.39,2026-02-27T07:30:00,pay_a2089fc4ee04,processed,{}
setl_12e4721ea479,setl_12e4721ea479,merch_custom_2,1615.9,2026-02-23T13:59:00,pay_eb41c3a75ff7,processed,{}
setl_da0a2298a066,setl_da0a2298a066,merch_custom_2,1370.55,2026-02-22T20:34:00,pay_ef89c766fbc4,processed,{}
setl_a496960062da,setl_a496960062da,merch_custom_2,3075.83,2026-02-24T04:43:00,pay_6a0c6b4c181d,processed,{}
setl_a496960062da_dup,setl_a496960062da_dup,merch_custom_2,3075.83,2026-02-24T04:43:00,pay_6a0c6b4c181d,processed,{}
setl_671b699452e6,setl_671b699452e6,merch_custom_2,2055.83,2026-02-22T01:14:00,pay_acd13c5597c1,processed,{}
setl_63f402af5404,setl_63f402af5404,merch_custom_2,1913.61,2026-02-23T06:33:00,pay_46b82eee8c85,processed,{}
setl_6f8533ea7c75,setl_6f8533ea7c75,merch_custom_2,3008.51,2026-02-25T14:49:00,pay_195a7d34b9cd,processed,{}
setl_dbb841574da5,setl_dbb841574da5,merch_custom_2,4916.63,2026-02-23T13:31:00,pay_8bf6ddd6bbc3,processed,{}
setl_f0b984dfb20d,setl_f0b984dfb20d,merch_custom_2,4588.76,2026-02-24T16:12:00,pay_1893f9891213,processed,{}
setl_bc24c3bb77f0,setl_bc24c3bb77f0,merch_custom_2,1786.20,2026-02-27T01:48:00,pay_92f35c4cb1a6,processed,{}
setl_16dd32a4a114,setl_16dd32a4a114,merch_custom_2,2337.47,2026-02-24T17:23:00,pay_cbe4a2745a4e,processed,{}
setl_16dd32a4a114_dup,setl_16dd32a4a114_dup,merch_custom_2,2337.47,2026-02-24T17:23:00,pay_cbe4a2745a4e,processed,{}
setl_0f4a1cf54fe3,setl_0f4a1cf54fe3,merch_custom_2,4649.83,2026-02-26T10:57:00,pay_22e6847e3629,processed,{}
setl_3c670025f188,setl_3c670025f188,merch_custom_2,3694.95,2026-02-25T23:28:00,pay_1ed4480aacc4,processed,{}
setl_403bd46c31f5,setl_403bd46c31f5,merch_custom_2,3857.0,2026-02-26T15:56:00,pay_92946af4bcb1,processed,{}
setl_954bbd81c163,setl_954bbd81c163,merch_custom_2,1892.3,2026-02-24T10:15:00,wrong_pay_026a77163e50,processed,{}
setl_d63390831293,setl_d63390831293,merch_custom_2,3550.44,2026-02-24T18:59:00,pay_f52fec12797a,processed,{}
setl_d2862d31ed99,setl_d2862d31ed99,merch_custom_2,2392.97,2026-02-23T14:59:00,pay_bcea02ea6d89,processed,{}
setl_addd9cd5da8c,setl_addd9cd5da8c,merch_custom_2,242.38,2026-02-22T12:33:00,pay_32c796a85c2c,processed,{}
setl_204d6c321eb0,setl_204d6c321eb0,merch_custom_2,1406.68,2026-02-23T21:54:00,wrong_pay_4b155e4e0485,processed,{}
setl_7e44dd6d40a7,setl_7e44dd6d40a7,merch_custom_2,363.92,2026-02-24T16:59:00,pay_b8aaec9b7cc0,processed,{}
setl_7e44dd6d40a7_dup,setl_7e44dd6d40a7_dup,merch_custom_2,363.92,2026-02-24T16:59:00,pay_b8aaec9b7cc0,processed,{}
setl_d6d0c8cf3d5c,setl_d6d0c8cf3d5c,merch_custom_2,2471.42,2026-02-23T17:05:00,pay_0b4978cac23e,processed,{}
setl_9758b608a9a5,setl_9758b608a9a5,merch_custom_2,3893.85,2026-02-24T18:52:00,pay_95fab289c31a,processed,{}
setl_139f6bce6300,setl_139f6bce6300,merch_custom_2,1123.89,2026-02-25T01:52:00,pay_abb5c65fd74a,processed,{}
setl_d7d11fd007b8,setl_d7d11fd007b8,merch_custom_2,3260.08,2026-02-27T19:04:00,pay_3e6870951510,processed,{}
setl_9a88643377b6,setl_9a88643377b6,merch_custom_2,1456.42,2026-02-22T21:35:00,pay_2ccd6eb8ec77,processed,{}
setl_d45149eb634d,setl_d45149eb634d,merch_custom_2,4603.28,2026-02-24T23:23:00,pay_2ee15414e565,processed,{}
setl_56a7df83d0d5,setl_56a7df83d0d5,merch_custom_2,2334.77,2026-02-26T02:01:00,pay_53db4ec922ae,processed,{}
setl_26915a97e0d9,setl_26915a97e0d9,merch_custom_2,1012.48,2026-02-24T13:10:00,pay_c3f8874b99a7,processed,{}
setl_3b4090d2c504,setl_3b4090d2c504,merch_custom_2,1940.84,2026-02-23T19:21:00,pay_d6d6e18dfdf2,processed,{}
setl_507c85829c70,setl_507c85829c70,merch_custom_2,2072.92,2026-02-26T08:52:00,pay_bd46fe051f07,processed,{}
setl_507c85829c70_dup,setl_507c85829c70_dup,merch_custom_2,2072.92,2026-02-26T08:52:00,pay_bd46fe051f07,processed,{}
