id,external_id,merchant_id,amount,transaction_time,bank_reference,description,type,metadata_json
btxn_6f39236e36fe,btxn_6f39236e36fe,merch_custom_2,3714.78,2026-02-27T04:09:00,pay_53b3806218ec,Settlement setl_1933d1f900b0,CREDIT,{}
btxn_88588d3f8190,btxn_88588d3f8190,merch_custom_2,2727.62,2026-02-23T09:15:00,pay_4e07284b3764,Settlement setl_b11479eaec3e,CREDIT,{}
btxn_fa10076ae36b,btxn_fa10076ae36b,merch_custom_2,1336.16,2026-02-26T11:06:00,pay_a01bd75fcadd,Settlement setl_c66546d2fe7c,CREDIT,{}
btxn_098f1eccd238,btxn_098f1eccd238,merch_custom_2,1293.01,2026-02-24T05:15:00,pay_497d470f52eb,Settlement setl_924a3c9c8a3d,CREDIT,{}
btxn_15b861e1a8ff,btxn_15b861e1a8ff,merch_custom_2,326.68,2026-02-28T00:17:00,pay_4e06cd24d6f2,Settlement setl_c1e214764348,CREDIT,{}
btxn_df1378c3076f,btxn_df1378c3076f,merch_custom_2,2535.27,2026-02-23T13:54:00,pay_85d4fcfcdf45,Settlement setl_27b5f5989070,CREDIT,{}
btxn_0968f9b8131e,btxn_0968f9b8131e,merch_custom_2,1054.64,2026-02-25T17:02:00,pay_b329a0ac9589,Settlement setl_249165de93ec,CREDIT,{}
btxn_58473e677ded,btxn_58473e677ded,merch_custom_2,513.14,2026-02-25T14:12:00,pay_0982ea433649,Settlement setl_03eee1bc1a99,CREDIT,{}
btxn_57d7310a274c,btxn_57d7310a274c,merch_custom_2,62.34,2026-02-27T01:42:00,pay_e9fbdd62de6a,Settlement setl_c713e6428fdf,CREDIT,{}
btxn_a908e6a91909,btxn_a908e6a91909,merch_custom_2,756.33,2026-02-27T20:10:00,pay_51ac006e54f1,Settlement setl_85c96f61303b,CREDIT,{}
btxn_6a41c8371d71,btxn_6a41c8371d71,merch_custom_2,317.73,2026-02-25T02:55:00,pay_137236982b3b,Settlement setl_08fef0f95544,CREDIT,{}
btxn_d66d431ce7f5,btxn_d66d431ce7f5,merch_custom_2,395.38,2026-02-25T23:46:00,pay_41528eacf92c,Settlement setl_bf36dfe86cf0,CREDIT,{}
btxn_db056ee6e0c1,btxn_db056ee6e0c1,merch_custom_2,640.36,2026-02-27T06:50:00,wrong_pay_1e8ce799cff2,Settlement setl_380456be9c4e,CREDIT,{}
btxn_672140fade0b,btxn_672140fade0b,merch_custom_2,3088.44,2026-02-27T01:35:00,pay_7186fafe31f4,Settlement setl_bad0b8a3a40d,CREDIT,{}
btxn_79e3e42f82c7,btxn_79e3e42f82c7,merch_custom_2,2279.19,2026-02-22T04:30:00,pay_b1cd694dd5b9,Settlement setl_6c51f8a43a1f,CREDIT,{}
btxn_96a04cdf8f04,btxn_96a04cdf8f04,merch_custom_2,1180.83,2026-02-25T11:20:00,pay_9f173836cd63,Settlement setl_6566c45fb0b9,CREDIT,{}
btxn_91627b424cb9,btxn_91627b424cb9,merch_custom_2,1412.67,2026-02-26T20:35:00,pay_e19ba253b011,Settlement setl_7cbb090b8a73,CREDIT,{}
btxn_ab8265355bce,btxn_ab8265355bce,merch_custom_2,546.59,2026-02-27T06:08:00,pay_bb5308e59269,Settlement setl_aaddf55a312a,CREDIT,{}
btxn_196a11347109,btxn_196a11347109,merch_custom_2,3358.93,2026-02-26T01:07:00,pay_849dec32443e,Settlement setl_ac101a4464b6,CREDIT,{}
btxn_68663313f0f9,btxn_68663313f0f9,merch_custom_2,1246.94,2026-02-22T21:53:00,pay_6c4d2ead12f6,Settlement setl_b827b5dcd354,CREDIT,{}
btxn_e0593f36178c,btxn_e0593f36178c,merch_custom_2,1586.22,2026-02-27T15:18:00,wrong_pay_4b457ae787d5,Settlement setl_64c9896a910f,CREDIT,{}
btxn_3f8ae5063f53,btxn_3f8ae5063f53,merch_custom_2,4371.67,2026-02-27T03:56:00,pay_c70a783b1e68,Settlement setl_4257720ba20b,CREDIT,{}
btxn_9cf80511ee12,btxn_9cf80511ee12,merch_custom_2,3863.71,2026-02-27T03:16:00,pay_e5a0792e9928,Settlement setl_eda934c668be,CREDIT,{}
btxn_c6f5898fd25a,btxn_c6f5898fd25a,merch_custom_2,3286.83,2026-02-23T16:04:00,pay_1a2965d54dec,Settlement setl_7cb4cb0027ac,CREDIT,{}
btxn_7a3693f54ca3,btxn_7a3693f54ca3,merch_custom_2,850.6,2026-02-27T11:08:00,pay_c7b29534398e,Settlement setl_0cc1ebdb8722,CREDIT,{}
btxn_4929e369c252,btxn_4929e369c252,merch_custom_2,48.86,2026-02-26T21:00:00,pay_bdfbf9e576d6,Settlement setl_dd7b57fad1a2,CREDIT,{}
btxn_4581d8d536d8,btxn_4581d8d536d8,merch_custom_2,863.48,2026-02-24T11:19:00,pay_8b0604bef7d3,Settlement setl_b907300f8250,CREDIT,{}
btxn_da608c768371,btxn_da608c768371,merch_custom_2,1188.02,2026-02-25T09:00:00,pay_cb05721ff6ca,Settlement setl_1485ee17d457,CREDIT,{}
btxn_3c509639666f,btxn_3c509639666f,merch_custom_2,4212.2,2026-02-23T15:57:00,pay_629bac601179,Settlement setl_b1e9ca223fac,CREDIT,{}
btxn_b0186fc577d3,btxn_b0186fc577d3,merch_custom_2,2304.01,2026-02-23T02:52:00,pay_e829281e5965,Settlement setl_932c14dedc62,CREDIT,{}
btxn_c4c08a80fd0d,btxn_c4c08a80fd0d,merch_custom_2,898.59,2026-02-26T19:58:00,pay_0a1419e43330,Settlement setl_5c21d43040f4,CREDIT,{}
btxn_d1539102a15c,btxn_d1539102a15c,merch_custom_2,4397.37,2026-02-23T16:30:00,pay_1e2d2b72d4a2,Settlement setl_d7fb554c87e2,CREDIT,{}
btxn_3d65c0c5f361,btxn_3d65c0c5f361,merch_custom_2,917.5,2026-02-25T17:06:00,pay_4bf9a6d170da,Settlement setl_468d8fcb661b,CREDIT,{}
