id,external_id,merchant_id,amount,currency,payment_time,customer_reference,order_reference,status,metadata_json
pay_53b3806218ec,pay_53b3806218ec,merch_custom_2,3714.78,INR,2026-02-26T02:09:00,cust_561,order_9739,captured,{}
pay_4e07284b3764,pay_4e07284b3764,merch_custom_2,2783.29,INR,2026-02-22T07:15:00,cust_268,order_2394,captured,{}
pay_a01bd75fcadd,pay_a01bd75fcadd,merch_custom_2,1336.16,INR,2026-02-25T09:06:00,cust_347,order_4850,captured,{}
pay_497d470f52eb,pay_497d470f52eb,merch_custom_2,1293.01,INR,2026-02-23T03:15:00,cust_626,order_6108,captured,{}
pay_4e06cd24d6f2,pay_4e06cd24d6f2,merch_custom_2,326.68,INR,2026-02-26T22:17:00,cust_180,order_9521,captured,{}
pay_85d4fcfcdf45,pay_85d4fcfcdf45,merch_custom_2,2587.01,INR,2026-02-22T11:54:00,cust_442,order_8635,captured,{}
pay_b329a0ac9589,pay_b329a0ac9589,merch_custom_2,1054.64,INR,2026-02-24T15:02:00,cust_175,order_1903,captured,{}
pay_0982ea433649,pay_0982ea433649,merch_custom_2,513.14,INR,2026-02-24T12:12:00,cust_635,order_9673,captured,{}
pay_e9fbdd62de6a,pay_e9fbdd62de6a,merch_custom_2,62.34,INR,2026-02-25T23:42:00,cust_308,order_6684,captured,{}
pay_51ac006e54f1,pay_51ac006e54f1,merch_custom_2,771.77,INR,2026-02-26T18:10:00,cust_737,order_5957,captured,{}
pay_137236982b3b,pay_137236982b3b,merch_custom_2,324.21,INR,2026-02-24T00:55:00,cust_192,order_5497,captured,{}
pay_41528eacf92c,pay_41528eacf92c,merch_custom_2,395.38,INR,2026-02-24T21:46:00,cust_920,order_8587,captured,{}
pay_1e8ce799cff2,pay_1e8ce799cff2,merch_custom_2,640.36,INR,2026-02-26T04:50:00,cust_736,order_9799,captured,{}
pay_7186fafe31f4,pay_7186fafe31f4,merch_custom_2,3088.44,INR,2026-02-25T23:35:00,cust_433,order_9159,captured,{}
pay_ceded36979a7,pay_ceded36979a7,merch_custom_2,4350.15,INR,2026-02-25T09:10:00,cust_303,order_4673,captured,{}
pay_b1cd694dd5b9,pay_b1cd694dd5b9,merch_custom_2,2279.19,INR,2026-02-21T02:30:00,cust_996,order_5064,captured,{}
pay_9f173836cd63,pay_9f173836cd63,merch_custom_2,1180.83,INR,2026-02-24T09:20:00,cust_649,order_9741,captured,{}
pay_e19ba253b011,pay_e19ba253b011,merch_custom_2,1412.67,INR,2026-02-25T18:35:00,cust_850,order_1318,captured,{}
pay_bb5308e59269,pay_bb5308e59269,merch_custom_2,546.59,INR,2026-02-26T04:08:00,cust_591,order_8023,captured,{}
pay_849dec32443e,pay_849dec32443e,merch_custom_2,3358.93,INR,2026-02-24T23:07:00,cust_981,order_5491,captured,{}
pay_6c4d2ead12f6,pay_6c4d2ead12f6,merch_custom_2,1246.94,INR,2026-02-21T19:53:00,cust_698,order_5612,captured,{}
pay_4b457ae787d5,pay_4b457ae787d5,merch_custom_2,1586.22,INR,2026-02-26T13:18:00,cust_180,order_5046,captured,{}
pay_c70a783b1e68,pay_c70a783b1e68,merch_custom_2,4371.67,INR,2026-02-26T01:56:00,cust_637,order_7444,captured,{}
pay_e5a0792e9928,pay_e5a0792e9928,merch_custom_2,3863.71,INR,2026-02-26T01:16:00,cust_983,order_4660,captured,{}
pay_1a2965d54dec,pay_1a2965d54dec,merch_custom_2,3353.91,INR,2026-02-22T14:04:00,cust_314,order_4569,captured,{}
pay_c7b29534398e,pay_c7b29534398e,merch_custom_2,850.6,INR,2026-02-26T09:08:00,cust_421,order_4022,captured,{}
pay_94ae4dabe5d0,pay_94ae4dabe5d0,merch_custom_2,2024.52,INR,2026-02-22T13:46:00,cust_933,order_8354,captured,{}
pay_bdfbf9e576d6,pay_bdfbf9e576d6,merch_custom_2,48.86,INR,2026-02-25T19:00:00,cust_979,order_4636,captured,{}
pay_8b0604bef7d3,pay_8b0604bef7d3,merch_custom_2,863.48,INR,2026-02-23T09:19:00,cust_888,order_1915,captured,{}
pay_cb05721ff6ca,pay_cb05721ff6ca,merch_custom_2,1188.02,INR,2026-02-24T07:00:00,cust_975,order_1652,captured,{}
pay_629bac601179,pay_629bac601179,merch_custom_2,4212.2,INR,2026-02-22T13:57:00,cust_963,order_2052,captured,{}
pay_e829281e5965,pay_e829281e5965,merch_custom_2,2304.01,INR,2026-02-22T00:52:00,cust_665,order_3420,captured,{}
