id,external_id,merchant_id,amount,currency,payment_time,customer_reference,order_reference,status,metadata_json
pay_batch3_0000,pay_batch3_0000,merch_custom_3,388.99,INR,2026-03-05T23:31:00,cust_240,order_3604,captured,{}
pay_batch3_0001,pay_batch3_0001,merch_custom_3,3686.98,INR,2026-03-04T12:03:00,cust_658,order_6165,captured,{}
pay_batch3_0002,pay_batch3_0002,merch_custom_3,2780.2,INR,2026-03-06T12:58:00,cust_453,order_7141,captured,{}
pay_batch3_0003,pay_batch3_0003,merch_custom_3,4361.72,INR,2026-03-03T16:32:00,cust_615,order_9998,captured,{}
pay_batch3_0004,pay_batch3_0004,merch_custom_3,4140.25,INR,2026-03-06T09:51:00,cust_415,order_3408,captured,{}
pay_batch3_0005,pay_batch3_0005,merch_custom_3,4347.59,INR,2026-03-03T22:13:00,cust_419,order_5916,captured,{}
pay_batch3_0006,pay_batch3_0006,merch_custom_3,3964.03,INR,2026-03-07T15:00:00,cust_802,order_1549,captured,{}
pay_batch3_0007,pay_batch3_0007,merch_custom_3,3855.34,INR,2026-03-03T20:06:00,cust_826,order_7243,captured,{}
pay_batch3_0008,pay_batch3_0008,merch_custom_3,1843.94,INR,2026-03-07T04:33:00,cust_177,order_3390,captured,{}
pay_batch3_0009,pay_batch3_0009,merch_custom_3,1739.55,INR,2026-03-05T06:30:00,cust_865,order_4654,captured,{}
pay_batch3_0010,pay_batch3_0010,merch_custom_3,4208.04,INR,2026-03-06T00:43:00,cust_569,order_8822,captured,{}
pay_batch3_0011,pay_batch3_0011,merch_custom_3,324.57,INR,2026-03-04T12:06:00,cust_736,order_3557,captured,{}
pay_batch3_0012,pay_batch3_0012,merch_custom_3,4180.9,INR,2026-03-05T02:33:00,cust_964,order_7742,captured,{}
pay_batch3_0013,pay_batch3_0013,merch_custom_3,620.24,INR,2026-03-05T16:25:00,cust_289,order_3484,captured,{}
pay_batch3_0014,pay_batch3_0014,merch_custom_3,3910.78,INR,2026-03-08T02:02:00,cust_412,order_7868,captured,{}
pay_batch3_0015,pay_batch3_0015,merch_custom_3,2450.93,INR,2026-03-07T10:48:00,cust_570,order_6239,captured,{}
