id,external_id,merchant_id,amount,transaction_time,bank_reference,description,type,metadata_json
btxn_batch3_0000,btxn_batch3_0000,merch_custom_3,388.99,2026-03-07T01:31:00,pay_batch3_0000,Settlement setl_batch3_0000,CREDIT,{}
btxn_batch3_0001,btxn_batch3_0001,merch_custom_3,3686.98,2026-03-05T14:03:00,pay_batch3_0001,Settlement setl_batch3_0001,CREDIT,{}
btxn_batch3_0002,btxn_batch3_0002,merch_custom_3,2780.2,2026-03-07T14:58:00,pay_batch3_0002,Settlement setl_batch3_0002,CREDIT,{}
btxn_batch3_0003,btxn_batch3_0003,merch_custom_3,4361.72,2026-03-04T18:32:00,wrong_pay_batch3_0003,Settlement setl_batch3_0003,CREDIT,{}
btxn_batch3_0004,btxn_batch3_0004,merch_custom_3,4140.25,2026-03-07T11:51:00,pay_batch3_0004,Settlement setl_batch3_0004,CREDIT,{}
btxn_batch3_0005,btxn_batch3_0005,merch_custom_3,4347.59,2026-03-05T00:13:00,pay_batch3_0005,Settlement setl_batch3_0005,CREDIT,{}
btxn_batch3_0006,btxn_batch3_0006,merch_custom_3,3964.03,2026-03-08T17:00:00,pay_batch3_0006,Settlement setl_batch3_0006,CREDIT,{}
btxn_batch3_0007,btxn_batch3_0007,merch_custom_3,3855.34,2026-03-04T22:06:00,pay_batch3_0007,Settlement setl_batch3_0007,CREDIT,{}
btxn_batch3_0008,btxn_batch3_0008,merch_custom_3,1843.94,2026-03-08T06:33:00,pay_batch3_0008,Settlement setl_batch3_0008,CREDIT,{}
btxn_batch3_0009,btxn_batch3_0009,merch_custom_3,1739.55,2026-03-06T08:30:00,pay_batch3_0009,Settlement setl_batch3_0009,CREDIT,{}
btxn_batch3_0010,btxn_batch3_0010,merch_custom_3,4208.04,2026-03-07T02:43:00,pay_batch3_0010,Settlement setl_batch3_0010,CREDIT,{}
btxn_batch3_0012,btxn_batch3_0012,merch_custom_3,4180.9,2026-03-06T04:33:00,pay_batch3_0012,Settlement setl_batch3_0012,CREDIT,{}
btxn_batch3_0013,btxn_batch3_0013,merch_custom_3,620.24,2026-03-06T18:25:00,pay_batch3_0013,Settlement setl_batch3_0013,CREDIT,{}
btxn_batch3_0014,btxn_batch3_0014,merch_custom_3,3832.56,2026-03-09T04:02:00,pay_batch3_0014,Settlement setl_batch3_0014,CREDIT,{}
btxn_batch3_0015,btxn_batch3_0015,merch_custom_3,2450.93,2026-03-08T12:48:00,pay_batch3_0015,Settlement setl_batch3_0015,CREDIT,{}
btxn_batch3_0016,btxn_batch3_0016,merch_custom_3,846.97,2026-03-05T22:12:00,pay_batch3_0016,Settlement setl_batch3_0016,CREDIT,{}
btxn_batch3_0017,btxn_batch3_0017,merch_custom_3,4940.76,2026-03-05T03:58:00,pay_batch3_0017,Settlement setl_batch3_0017,CREDIT,{}
btxn_batch3_0018,btxn_batch3_0018,merch_custom_3,2057.26,2026-03-06T10:25:00,pay_batch3_0018,Settlement setl_batch3_0018,CREDIT,{}
btxn_batch3_0019,btxn_batch3_0019,merch_custom_3,31.4,2026-03-05T06:48:00,pay_batch3_0019,Settlement setl_batch3_0019,CREDIT,{}
btxn_batch3_0020,btxn_batch3_0020,merch_custom_3,2245.33,2026-03-04T03:09:00,pay_batch3_0020,Settlement setl_batch3_0020,CREDIT,{}
btxn_batch3_0021,btxn_batch3_0021,merch_custom_3,3272.03,2026-03-04T02:45:00,pay_batch3_0021,Settlement setl_batch3_0021,CREDIT,{}
btxn_batch3_0022,btxn_batch3_0022,merch_custom_3,1868.09,2026-03-04T19:49:00,wrong_pay_batch3_0022,Settlement setl_batch3_0022,CREDIT,{}
btxn_batch3_0023,btxn_batch3_0023,merch_custom_3,1355.44,2026-03-09T18:57:00,pay_batch3_0023,Settlement setl_batch3_0023,CREDIT,{}
btxn_batch3_0024,btxn_batch3_0024,merch_custom_3,1830.11,2026-03-05T17:03:00,pay_batch3_0024,Settlement setl_batch3_0024,CREDIT,{}
btxn_batch3_0025,btxn_batch3_0025,merch_custom_3,358.03,2026-03-05T04:59:00,pay_batch3_0025,Settlement setl_batch3_0025,CREDIT,{}
btxn_batch3_0026,btxn_batch3_0026,merch_custom_3,634.86,2026-03-07T10:42:00,pay_batch3_0026,Settlement setl_batch3_0026,CREDIT,{}
btxn_batch3_0027,btxn_batch3_0027,merch_custom_3,1533.14,2026-03-08T23:04:00,pay_batch3_0027,Settlement setl_batch3_0027,CREDIT,{}
btxn_batch3_0028,btxn_batch3_0028,merch_custom_3,853.37,2026-03-09T05:01:00,pay_batch3_0028,Settlement setl_batch3_0028,CREDIT,{}
btxn_batch3_0029,btxn_batch3_0029,merch_custom_3,2008.12,2026-03-05T14:06:00,pay_batch3_0029,Settlement setl_batch3_0029,CREDIT,{}
btxn_batch3_0030,btxn_batch3_0030,merch_custom_3,2148.49,2026-03-05T16:41:00,pay_batch3_0030,Settlement setl_batch3_0030,CREDIT,{}
btxn_batch3_0032,btxn_batch3_0032,merch_custom_3,2790.02,2026-03-05T04:49:00,pay_batch3_0032,Settlement setl_batch3_0032,CREDIT,{}
btxn_batch3_0033,btxn_batch3_0033,merch_custom_3,195.44,2026-03-05T22:55:00,pay_batch3_0033,Settlement setl_batch3_0033,CREDIT,{}
btxn_batch3_0034,btxn_batch3_0034,merch_custom_3,1539.52,2026-03-06T19:58:00,pay_batch3_0034,Settlement setl_batch3_0034,CREDIT,{}
btxn_batch3_0035,btxn_batch3_0035,merch_custom_3,815.22,2026-03-08T19:43:00,pay_batch3_0035,Settlement setl_batch3_0035,CREDIT,{}
btxn_batch3_0036,btxn_batch3_0036,merch_custom_3,1411.75,2026-03-04T16:34:00,pay_batch3_0036,Settlement setl_batch3_0036,CREDIT,{}
btxn_batch3_0037,btxn_batch3_0037,merch_custom_3,114.29,2026-03-06T10:58:00,pay_batch3_0037,Settlement setl_batch3_0037,CREDIT,{}
